DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220713184,2022-08-22 00:00:00,2022-08-20 00:00:00,2130,7,Wilshire,734,1,310,BURGLARY,1309 1307 1300 1601 1822 0344,36,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310.0,,,,6200 W  3RD                          ST,,34.0708,-118.3563
200707517,2020-03-16 00:00:00,2020-03-15 00:00:00,2000,7,Wilshire,783,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2400    CARMONA                      AV,,34.0354,-118.3628
230505772,2023-02-17 00:00:00,2023-02-14 00:00:00,635,5,Harbor,566,2,354,THEFT OF IDENTITY,0930 0377,43,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,200 W  13TH                         ST,,33.7324,-118.2814
222108008,2022-04-15 00:00:00,2022-04-15 00:00:00,50,21,Topanga,2103,2,901,VIOLATION OF RESTRAINING ORDER,2000 2038,59,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,22500    NAPA                         ST,,34.2257,-118.6176
231112206,2023-08-14 00:00:00,2023-08-14 00:00:00,530,11,Northeast,1141,1,330,BURGLARY FROM VEHICLE,0344 0358 1609,59,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,LOS FELIZ,VERMONT,34.1111,-118.2918
231712705,2023-07-12 00:00:00,2023-07-10 00:00:00,1500,17,Devonshire,1766,2,354,THEFT OF IDENTITY,0928 1822,49,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,18600    KINZIE                       ST,,34.2492,-118.5392
230401049,2023-06-07 00:00:00,2023-06-07 00:00:00,900,4,Hollenbeck,443,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 1300 0329 1402 2004,47,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,998.0,,,MARENGO,STATE,34.0578,-118.2102
232018225,2023-11-22 00:00:00,2023-11-21 00:00:00,514,20,Olympic,2088,1,648,ARSON,,30,F,H,102.0,SIDEWALK,,,IC,Invest Cont,648.0,,,,1800    ARAPAHOE                     ST,,34.0418,-118.2852
230506209,2023-03-01 00:00:00,2023-03-01 00:00:00,905,5,Harbor,551,2,888,TRESPASSING,1501 2004,0,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AA,Adult Arrest,888.0,,,,1200 W  SANTA CRUZ                   ST,,33.7442,-118.3024
211817944,2021-10-03 00:00:00,2021-10-03 00:00:00,1315,18,Southeast,1842,2,888,TRESPASSING,1822,20,F,B,501.0,SINGLE FAMILY DWELLING,515.0,PHYSICAL PRESENCE,IC,Invest Cont,888.0,,,,200 E  111TH                        ST,,33.9348,-118.2715
230506257,2023-03-02 00:00:00,2023-03-02 00:00:00,1350,5,Harbor,521,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 2004,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,343.0,,,,1700 N  GAFFEY                       ST,,33.7601,-118.2928
222110402,2022-06-08 00:00:00,2022-06-08 00:00:00,1405,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0378 0327,50,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,21700    VICTORY                      BL,,34.1877,-118.6015
201417336,2020-08-18 00:00:00,2020-08-17 00:00:00,1900,14,Pacific,1406,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,68,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,3600    KEYSTONE                     AV,,34.0221,-118.4082
231306271,2023-02-13 00:00:00,2023-02-13 00:00:00,1500,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 E  SLAUSON                      AV,,33.9893,-118.2594
231414702,2023-07-24 00:00:00,2023-07-24 00:00:00,1040,14,Pacific,1495,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,6100 W  94TH                         ST,,33.9523,-118.3906
200716294,2020-11-23 00:00:00,2020-11-22 00:00:00,1130,7,Wilshire,735,2,888,TRESPASSING,,62,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,888.0,,,,600 S  DUNSMUIR                     AV,,34.0629,-118.3483
210716828,2021-12-02 00:00:00,2020-05-25 00:00:00,1700,7,Wilshire,735,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,51,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956.0,,,,600 S  DUNSMUIR                     AV,,34.0629,-118.3483
210705657,2021-02-11 00:00:00,2021-02-11 00:00:00,1910,7,Wilshire,765,2,624,BATTERY - SIMPLE ASSAULT,1218 0416 0446,24,M,O,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,1500 S  LA BREA                      AV,,34.0462,-118.3453
231404738,2023-01-20 00:00:00,2023-01-18 00:00:00,800,14,Pacific,1487,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,8600    LA TIJERA                    BL,,33.9598,-118.3915
201210006,2020-03-30 00:00:00,2020-03-30 00:00:00,1140,12,77th Street,1263,1,210,ROBBERY,1202 1822 0305 0302 0308 0336 0352 0344 0346,63,M,B,102.0,SIDEWALK,101.0,REVOLVER,AA,Adult Arrest,210.0,,,,85TH                         ST,CIMARRON                     ST,33.9609,-118.3156
211211459,2021-04-27 00:00:00,2021-04-26 00:00:00,1600,12,77th Street,1255,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,49,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1300 W  FLORENCE                     AV,,33.9746,-118.2984
221008579,2022-04-29 00:00:00,2022-04-24 00:00:00,1215,10,West Valley,1079,1,310,BURGLARY,1822 0344 1414,39,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,15700    HARTSOOK                     ST,,34.164,-118.4749
221609197,2022-06-07 00:00:00,2022-06-03 00:00:00,2145,16,Foothill,1613,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30,F,O,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,440.0,,,,12400    SONOMA                       DR,,34.2783,-118.4037
220416501,2022-12-19 00:00:00,2022-12-10 00:00:00,430,4,Hollenbeck,491,1,310,BURGLARY,0342 1309 0344 0329 1602 0327,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1700    PERRINO                      PL,,34.0191,-118.2218
221812908,2022-06-18 00:00:00,2022-06-11 00:00:00,1900,18,Southeast,1804,1,350,"THEFT, PERSON",1822 0377 1218 0344,34,F,H,101.0,STREET,,,IC,Invest Cont,350.0,,,,88TH                         ST,CENTRAL                      AV,33.9574,-118.2564
220415776,2022-11-28 00:00:00,2022-11-28 00:00:00,900,4,Hollenbeck,437,1,310,BURGLARY,0344,23,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4600    VALLEY                       BL,,34.0689,-118.1878
220517417,2022-12-26 00:00:00,2022-12-25 00:00:00,2000,5,Harbor,565,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  PACIFIC                      AV,,33.7365,-118.2923
211012059,2021-09-07 00:00:00,2021-09-07 00:00:00,1430,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822 0914,45,F,O,602.0,BANK,,,IC,Invest Cont,354.0,998.0,,,18300    VENTURA                      BL,,34.1682,-118.5406
221318094,2022-09-22 00:00:00,2022-09-22 00:00:00,1145,13,Newton,1343,2,625,OTHER ASSAULT,0356 1213 2004 1822,28,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625.0,,,,JEFFERSON                    BL,MCKINLEY                     AV,34.0132,-118.2603
220319918,2022-11-07 00:00:00,2022-11-07 00:00:00,2240,3,Southwest,363,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 1813 1243 0416,41,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4100    LOCKLAND                     PL,,34.0093,-118.3405
211706057,2021-02-28 00:00:00,2021-02-27 00:00:00,200,17,Devonshire,1795,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1814 0913 0448 0419 0429,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8600    BALBOA                       BL,,34.2248,-118.5151
211706585,2021-03-05 00:00:00,2021-03-05 00:00:00,2147,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0202,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11100    BALBOA                       BL,,34.2757,-118.5144
200217615,2020-11-19 00:00:00,2020-11-19 00:00:00,1041,2,Rampart,251,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1309 0104 0325 0601 0216 0202 1822 2028,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,442.0,,,,600 S  RAMPART                      BL,,34.0619,-118.2817
210815290,2021-10-17 00:00:00,2021-10-17 00:00:00,810,8,West LA,831,1,310,BURGLARY,0325 2004,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,13000    SAN VICENTE                  BL,,34.0488,-118.4898
211414007,2021-06-26 00:00:00,2021-06-26 00:00:00,740,14,Pacific,1483,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000 1814 0913,28,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,9300    LINCOLN                      BL,,33.9568,-118.429
241307325,2024-03-10 00:00:00,2024-03-09 00:00:00,2300,13,Newton,1313,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,28,M,O,213.0,WAREHOUSE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1100 E  14TH                         ST,,34.0295,-118.249
221907129,2022-03-17 00:00:00,2022-03-17 00:00:00,2240,19,Mission,1994,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0408 2000 0913 2002,48,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,14600    ROSCOE                       BL,,34.2215,-118.4507
230609851,2023-05-15 00:00:00,2023-05-15 00:00:00,1950,6,Hollywood,667,2,624,BATTERY - SIMPLE ASSAULT,0446 0429 0352 1822 0400 0416 1501,28,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400    TAMARIND                     AV,,34.0962,-118.319
202111705,2020-07-17 00:00:00,2020-07-02 00:00:00,1802,21,Topanga,2197,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906 1912 0319 1202,63,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,20200    WELLS                        DR,,34.1608,-118.5725
221512571,2022-07-19 00:00:00,2022-07-18 00:00:00,400,15,N Hollywood,1585,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,24,F,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,10900    BLUFFSIDE                    DR,,34.1412,-118.3681
210316451,2021-09-24 00:00:00,2021-09-24 00:00:00,1900,3,Southwest,363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0334 1814 0445 0449 0446 1202,72,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,AO,Adult Other,236.0,,,,4000    BUCKINGHAM                   RD,,34.0144,-118.3421
200713092,2020-08-24 00:00:00,2020-08-21 00:00:00,1500,7,Wilshire,702,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,7300 W  MELROSE                      AV,,34.0836,-118.3487
231817202,2023-10-01 00:00:00,2023-09-30 00:00:00,2000,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 S  MAIN                         ST,,33.9551,-118.2739
201223683,2020-11-01 00:00:00,2020-11-01 00:00:00,30,12,77th Street,1209,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1822 0400 0411,26,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,230.0,998.0,,,400 W  50TH                         ST,,33.9974,-118.2827
230109996,2023-04-06 00:00:00,2023-04-06 00:00:00,335,1,Central,171,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1100 1307 0430 1822 2033,28,M,W,710.0,OTHER PREMISE,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
230220718,2023-11-03 00:00:00,2023-11-03 00:00:00,25,2,Rampart,257,2,354,THEFT OF IDENTITY,0100,38,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300    INGRAHAM                     ST,,34.0531,-118.2672
210711701,2021-08-06 00:00:00,2021-08-05 00:00:00,2000,7,Wilshire,742,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 0329,40,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6100    WILSHIRE                     BL,,34.063,-118.3614
200808394,2020-04-17 00:00:00,2020-04-17 00:00:00,1520,8,West LA,806,2,901,VIOLATION OF RESTRAINING ORDER,2038,71,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,2400    ROSCOMARE                    RD,,34.1191,-118.4638
230709878,2023-05-20 00:00:00,2023-05-19 00:00:00,1900,7,Wilshire,765,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,5000 W  PICO                         BL,,34.0478,-118.3459
221710646,2022-06-03 00:00:00,2022-05-28 00:00:00,1053,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,11100    BALBOA                       BL,,34.2757,-118.5144
201505046,2020-01-22 00:00:00,2020-01-22 00:00:00,50,15,N Hollywood,1505,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400,50,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,11600    VALERIO                      ST,,34.2049,-118.3845
220118878,2022-08-22 00:00:00,2022-01-28 00:00:00,1100,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 1814 0913 2000 1218 2004,44,M,B,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,236.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
201905081,2020-01-24 00:00:00,2020-01-24 00:00:00,440,19,Mission,1982,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416,36,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,15100    PARTHENIA                    ST,,34.2301,-118.4633
240605102,2024-01-12 00:00:00,2024-01-11 00:00:00,2230,6,Hollywood,615,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1822,26,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,3400    BARHAM                       BL,,34.1333,-118.3438
211112745,2021-09-07 00:00:00,2021-09-06 00:00:00,130,11,Northeast,1195,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,27,F,X,714.0,DODGER STADIUM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
221511755,2022-07-01 00:00:00,2022-07-01 00:00:00,930,15,N Hollywood,1503,2,903,CONTEMPT OF COURT,1814 2000 2004 2038,35,F,O,505.0,MOTEL,,,IC,Invest Cont,903.0,,,,7500    LAUREL CANYON                BL,,34.2003,-118.4002
200615963,2020-09-27 00:00:00,2020-09-27 00:00:00,2050,6,Hollywood,657,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1810,28,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,900 N  ST ANDREWS                   PL,,34.0888,-118.3124
240506853,2024-03-15 00:00:00,2024-03-15 00:00:00,2100,5,Harbor,507,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1251 1259 1822,16,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,1400 W  224TH                        ST,,33.8234,-118.3016
200312067,2020-05-29 00:00:00,2020-05-29 00:00:00,1940,3,Southwest,313,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0429 2021 0913,47,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4100 W  ADAMS                        BL,,34.0326,-118.3296
231220350,2023-09-27 00:00:00,2023-09-27 00:00:00,2100,12,77th Street,1248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0448 0411 0913 0602,23,M,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,,,,900 W  GAGE                         AV,,33.9819,-118.2893
232115807,2023-10-29 00:00:00,2023-10-28 00:00:00,240,21,Topanga,2111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,29,M,O,108.0,PARKING LOT,,,AA,Adult Arrest,740.0,,,,22800    SATICOY                      ST,,34.213,-118.6458
231309616,2023-04-23 00:00:00,2023-04-23 00:00:00,1430,13,Newton,1347,1,210,ROBBERY,0302 0344 1300 1309 0916 0342,26,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,41ST                         ST,COMPTON                      AV,34.0089,-118.2494
230206134,2023-02-15 00:00:00,2023-02-15 00:00:00,140,2,Rampart,245,2,624,BATTERY - SIMPLE ASSAULT,1820 0400 2002,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  CORONADO                     ST,,34.0632,-118.2796
211614221,2021-12-09 00:00:00,2021-12-09 00:00:00,730,16,Foothill,1638,2,903,CONTEMPT OF COURT,0913 2038,36,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,10300    SAMOA                        AV,,34.2559,-118.287
232018252,2023-11-23 00:00:00,2023-11-22 00:00:00,2200,20,Olympic,2025,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 S  ALEXANDRIA                   AV,,34.0672,-118.2979
210318633,2021-10-21 00:00:00,2021-09-25 00:00:00,2100,3,Southwest,328,2,946,OTHER MISCELLANEOUS CRIME,0400 1251 1822,20,F,X,508.0,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,946.0,,,,600 W  28TH                         ST,,34.0261,-118.2774
220604374,2022-01-10 00:00:00,2021-12-19 00:00:00,1200,6,Hollywood,632,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 1501,82,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,1600 N  FAIRFAX                      AV,,34.104,-118.3755
210507037,2021-03-18 00:00:00,2021-03-18 00:00:00,1820,5,Harbor,566,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1236,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,442.0,,,,1000 S  PALOS VERDES                 ST,,33.7342,-118.2814
220221002,2022-11-27 00:00:00,2022-11-25 00:00:00,1200,2,Rampart,269,1,330,BURGLARY FROM VEHICLE,0321 0344 1300 1606 0329 1822 0386,31,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
200807415,2020-03-16 00:00:00,2020-03-16 00:00:00,1900,8,West LA,893,1,310,BURGLARY,1822 1202,92,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,2600    MIDVALE                      AV,,34.0363,-118.4266
230504352,2023-01-10 00:00:00,2023-01-09 00:00:00,2230,5,Harbor,515,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1700 N  NEPTUNE                      AV,,33.7972,-118.2702
201607929,2020-04-09 00:00:00,2020-04-03 00:00:00,2200,16,Foothill,1681,1,330,BURGLARY FROM VEHICLE,0344 1300,29,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,8800    REMICK                       AV,,34.2293,-118.4038
211809615,2021-04-28 00:00:00,2021-04-28 00:00:00,100,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 1813 1243 0444 2002,31,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,300 W  102ND                        ST,,33.9437,-118.2784
220704546,2022-01-17 00:00:00,2022-01-16 00:00:00,950,7,Wilshire,778,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814,26,M,H,103.0,ALLEY,,,AO,Adult Other,745.0,,,,1600    6TH                          AV,,34.0418,-118.3269
220312492,2022-06-19 00:00:00,2022-06-18 00:00:00,1700,3,Southwest,399,2,625,OTHER ASSAULT,0342 0432 0400 0416 0446 0401 0913 1817 1218 1310,24,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,4300 S  FIGUEROA                     ST,,34.0054,-118.2827
200917141,2020-11-12 00:00:00,2020-11-11 00:00:00,1730,9,Van Nuys,952,1,330,BURGLARY FROM VEHICLE,1300 0344 0358 1307,50,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,14900    BURBANK                      BL,,34.1721,-118.4581
221205154,2022-01-23 00:00:00,2022-01-23 00:00:00,240,12,77th Street,1258,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0312 1402 0302 1407 1419,26,M,H,101.0,STREET,107.0,OTHER FIREARM,AA,Adult Arrest,230.0,998.0,,,75TH                         ST,MAIN                         ST,33.9721,-118.2739
210200828,2021-08-05 00:00:00,2021-08-05 00:00:00,1640,2,Rampart,257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1822 0329 1402 1307 1300,25,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,998.0,,,S  UNION                        AV,7TH                          ST,0.0,0.0
220311687,2022-06-03 00:00:00,2021-01-01 00:00:00,800,3,Southwest,356,2,354,THEFT OF IDENTITY,1822 0100 1259 1251,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1600 W  35TH                         PL,,34.0237,-118.3061
231404610,2023-01-18 00:00:00,2023-01-17 00:00:00,100,14,Pacific,1415,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000    INDIANA                      AV,,34.0031,-118.4617
221116484,2022-11-18 00:00:00,2022-10-25 00:00:00,1,11,Northeast,1174,1,310,BURGLARY,1608,42,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1400    AVON PARK                    TR,,34.0896,-118.2438
220119509,2022-08-31 00:00:00,2022-08-31 00:00:00,1335,1,Central,119,2,888,TRESPASSING,1501 0910,0,M,O,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888.0,,,,800 N  VIGNES                       ST,,34.0559,-118.232
220214431,2022-08-08 00:00:00,2022-08-08 00:00:00,259,2,Rampart,211,2,354,THEFT OF IDENTITY,1822 0100,65,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,500 N  MARIPOSA                     AV,,34.079,-118.2992
232012603,2023-07-09 00:00:00,2023-07-08 00:00:00,1400,20,Olympic,2033,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,JAMES M WOOD                 BL,OXFORD                       AV,34.0559,-118.3078
231613806,2023-11-06 00:00:00,2023-11-06 00:00:00,430,16,Foothill,1608,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10400    JIMENEZ                      ST,,34.2753,-118.3564
211513437,2021-08-20 00:00:00,2021-08-17 00:00:00,1930,15,N Hollywood,1555,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5000    FAIR                         AV,,34.1614,-118.3747
220915242,2022-10-20 00:00:00,2022-06-30 00:00:00,900,9,Van Nuys,911,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0400 0913 1259 0360 1402,15,F,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,810.0,998.0,,,7000 N  SEPULVEDA                    BL,,34.1938,-118.4702
220611079,2022-05-31 00:00:00,2022-05-31 00:00:00,1800,6,Hollywood,632,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,7900 W  SUNSET                       BL,,34.0981,-118.3615
221311392,2022-05-18 00:00:00,2022-05-18 00:00:00,930,13,Newton,1367,1,761,BRANDISH WEAPON,0334 0913 0443 0603 0361 0851,29,F,H,102.0,SIDEWALK,308.0,STICK,AO,Adult Other,761.0,,,,1500 E  53RD                         ST,,33.9993,-118.2432
